pokemon,move,learn_method,level_learned_at
kecleon,metronome,tutor,0
kecleon,lick,level-up,1
kecleon,fire-blast,machine,0
kecleon,swift,tutor,0
kecleon,dizzy-punch,egg,0
kecleon,flash,machine,0
kecleon,fury-swipes,level-up,13
kecleon,rest,machine,0
kecleon,rock-slide,machine,0
kecleon,slash,level-up,25
kecleon,substitute,machine,0
kecleon,thief,machine,0
kecleon,snore,tutor,0
kecleon,protect,machine,0
kecleon,feint-attack,level-up,16
kecleon,mud-slap,tutor,0
kecleon,icy-wind,tutor,0
kecleon,detect,level-up,30
kecleon,endure,machine,0
kecleon,rollout,tutor,0
kecleon,swagger,machine,0
kecleon,fury-cutter,tutor,0
kecleon,attract,machine,0
kecleon,sleep-talk,machine,0
kecleon,return,machine,0
kecleon,frustration,machine,0
kecleon,dynamic-punch,tutor,0
kecleon,iron-tail,machine,0
kecleon,hidden-power,machine,0
kecleon,rain-dance,machine,0
kecleon,sunny-day,machine,0
kecleon,psych-up,machine,0
kecleon,ancient-power,level-up,21
kecleon,shadow-ball,machine,0
kecleon,rock-smash,machine,0
kecleon,fake-out,egg,0
kecleon,facade,machine,0
kecleon,focus-punch,machine,0
kecleon,trick,egg,0
kecleon,role-play,tutor,0
kecleon,magic-coat,egg,0
kecleon,recycle,machine,0
kecleon,brick-break,machine,0
kecleon,knock-off,tutor,0
kecleon,skill-swap,machine,0
kecleon,snatch,tutor,0
kecleon,secret-power,machine,0
kecleon,camouflage,egg,0
kecleon,astonish,level-up,1
kecleon,rock-tomb,machine,0
kecleon,aerial-ace,machine,0
kecleon,shock-wave,machine,0
kecleon,water-pulse,machine,0
kecleon,natural-gift,machine,0
kecleon,feint,level-up,10
kecleon,fling,machine,0
kecleon,last-resort,tutor,0
kecleon,sucker-punch,level-up,46
kecleon,aqua-tail,tutor,0
kecleon,drain-punch,machine,0
kecleon,nasty-plot,machine,0
kecleon,shadow-claw,machine,0
kecleon,shadow-sneak,level-up,7
kecleon,trick-room,machine,0
kecleon,captivate,machine,0
kecleon,stealth-rock,machine,0
kecleon,grass-knot,machine,0
kecleon,charge-beam,machine,0
kecleon,hone-claws,machine,0
kecleon,wonder-room,tutor,0
kecleon,synchronoise,level-up,50
kecleon,foul-play,egg,0
kecleon,after-you,tutor,0
kecleon,round,machine,0
kecleon,incinerate,machine,0
kecleon,retaliate,machine,0
kecleon,work-up,machine,0
kecleon,confide,machine,0
kecleon,power-up-punch,egg,0
shuppet,headbutt,tutor,0
shuppet,body-slam,tutor,0
shuppet,double-edge,tutor,0
shuppet,disable,egg,0
shuppet,psybeam,machine,0
shuppet,thunderbolt,machine,0
shuppet,thunder-wave,machine,0
shuppet,thunder,machine,0
shuppet,toxic,machine,0
shuppet,psychic,machine,0
shuppet,night-shade,machine,0
shuppet,mimic,tutor,0
shuppet,screech,level-up,4
shuppet,double-team,machine,0
shuppet,confuse-ray,machine,0
shuppet,metronome,machine,0
shuppet,dream-eater,machine,0
shuppet,flash,machine,0
shuppet,rest,machine,0
shuppet,substitute,machine,0
shuppet,thief,machine,0
shuppet,nightmare,tutor,0
shuppet,snore,tutor,0
shuppet,curse,machine,0
shuppet,spite,machine,0
shuppet,protect,machine,0
shuppet,scary-face,machine,0
shuppet,feint-attack,level-up,19
shuppet,foresight,egg,0
shuppet,destiny-bond,egg,0
shuppet,icy-wind,machine,0
shuppet,endure,machine,0
shuppet,swagger,machine,0
shuppet,attract,machine,0
shuppet,sleep-talk,machine,0
shuppet,return,machine,0
shuppet,frustration,machine,0
shuppet,pain-split,machine,0
shuppet,encore,machine,0
shuppet,pursuit,egg,0
shuppet,hidden-power,machine,0
shuppet,rain-dance,machine,0
shuppet,sunny-day,machine,0
shuppet,psych-up,machine,0
shuppet,shadow-ball,machine,0
shuppet,torment,machine,0
shuppet,will-o-wisp,machine,0
shuppet,facade,machine,0
shuppet,taunt,machine,0
shuppet,helping-hand,machine,0
shuppet,trick,machine,0
shuppet,role-play,level-up,34
shuppet,magic-coat,tutor,0
shuppet,knock-off,level-up,42
shuppet,skill-swap,machine,0
shuppet,imprison,machine,0
shuppet,grudge,level-up,46
shuppet,snatch,tutor,0
shuppet,secret-power,machine,0
shuppet,astonish,level-up,1
shuppet,calm-mind,machine,0
shuppet,shock-wave,machine,0
shuppet,natural-gift,machine,0
shuppet,payback,machine,0
shuppet,embargo,machine,0
shuppet,sucker-punch,level-up,38
shuppet,dark-pulse,machine,0
shuppet,nasty-plot,machine,0
shuppet,shadow-sneak,level-up,19
shuppet,trick-room,machine,0
shuppet,gunk-shot,machine,0
shuppet,captivate,machine,0
shuppet,charge-beam,machine,0
shuppet,ominous-wind,egg,0
shuppet,telekinesis,tutor,0
shuppet,magic-room,tutor,0
shuppet,foul-play,machine,0
shuppet,round,machine,0
shuppet,ally-switch,tutor,0
shuppet,hex,machine,0
shuppet,phantom-force,machine,0
shuppet,confide,machine,0
shuppet,dazzling-gleam,machine,0
shuppet,skitter-smack,machine,0
shuppet,lash-out,machine,0
shuppet,poltergeist,machine,0
shuppet,tera-blast,machine,0
shuppet,pounce,machine,0
banette,swords-dance,train,0
banette,headbutt,tutor,0
banette,body-slam,tutor,0
banette,double-edge,tutor,0
banette,disable,train,0
banette,psybeam,machine,0
banette,hyper-beam,train,0
banette,thunderbolt,train,0
banette,thunder-wave,train,0
banette,thunder,train,0
banette,toxic,machine,0
banette,psychic,train,0
banette,night-shade,train,0
banette,mimic,tutor,0
banette,screech,train,0
banette,double-team,machine,0
banette,confuse-ray,train,0
banette,metronome,machine,0
banette,dream-eater,machine,0
banette,flash,machine,0
banette,rest,train,0
banette,substitute,train,0
banette,thief,train,0
banette,nightmare,tutor,0
banette,snore,train,0
banette,curse,train,0
banette,spite,train,0
banette,protect,train,0
banette,scary-face,train,0
banette,feint-attack,level-up,19
banette,mud-slap,tutor,0
banette,destiny-bond,train,0
banette,icy-wind,train,0
banette,endure,train,0
banette,swagger,train,0
banette,attract,machine,0
banette,sleep-talk,train,0
banette,return,machine,0
banette,frustration,machine,0
banette,pain-split,train,0
banette,encore,train,0
banette,hidden-power,machine,0
banette,rain-dance,train,0
banette,sunny-day,train,0
banette,psych-up,train,0
banette,shadow-ball,train,0
banette,torment,train,0
banette,will-o-wisp,train,0
banette,facade,train,0
banette,taunt,train,0
banette,helping-hand,train,0
banette,trick,train,0
banette,role-play,train,0
banette,magic-coat,tutor,0
banette,knock-off,train,0
banette,skill-swap,train,0
banette,imprison,train,0
banette,grudge,level-up,52
banette,snatch,tutor,0
banette,secret-power,machine,0
banette,shadow-punch,train,0
banette,calm-mind,train,0
banette,shock-wave,machine,0
banette,natural-gift,machine,0
banette,payback,train,0
banette,embargo,machine,0
banette,fling,train,0
banette,sucker-punch,train,0
banette,dark-pulse,train,0
banette,giga-impact,train,0
banette,nasty-plot,train,0
banette,shadow-claw,train,0
banette,shadow-sneak,train,0
banette,zen-headbutt,train,0
banette,trick-room,train,0
banette,gunk-shot,train,0
banette,captivate,machine,0
banette,charge-beam,train,0
banette,ominous-wind,tutor,0
banette,telekinesis,tutor,0
banette,magic-room,train,0
banette,foul-play,train,0
banette,round,train,0
banette,ally-switch,tutor,0
banette,hex,train,0
banette,phantom-force,train,0
banette,confide,machine,0
banette,dazzling-gleam,train,0
banette,infestation,machine,0
banette,throat-chop,train,0
banette,skitter-smack,train,0
banette,burning-jealousy,train,0
banette,lash-out,train,0
banette,poltergeist,train,0
banette,tera-blast,machine,0
banette,pounce,train,0
banette,trailblaze,train,0
duskull,headbutt,tutor,0
duskull,body-slam,machine,0
duskull,double-edge,tutor,0
duskull,leer,level-up,1
duskull,disable,level-up,4
duskull,ice-beam,machine,0
duskull,blizzard,machine,0
duskull,absorb,level-up,1
duskull,toxic,machine,0
duskull,psychic,machine,0
duskull,night-shade,machine,0
duskull,mimic,tutor,0
duskull,double-team,machine,0
duskull,confuse-ray,machine,0
duskull,haze,machine,0
duskull,dream-eater,machine,0
duskull,leech-life,machine,0
duskull,flash,machine,0
duskull,rest,machine,0
duskull,substitute,machine,0
duskull,thief,machine,0
duskull,nightmare,tutor,0
duskull,snore,machine,0
duskull,curse,machine,0
duskull,spite,machine,0
duskull,protect,machine,0
duskull,feint-attack,egg,0
duskull,foresight,level-up,14
duskull,destiny-bond,egg,0
duskull,icy-wind,machine,0
duskull,endure,machine,0
duskull,swagger,machine,0
duskull,mean-look,level-up,28
duskull,attract,machine,0
duskull,sleep-talk,machine,0
duskull,return,machine,0
duskull,frustration,machine,0
duskull,pain-split,machine,0
duskull,pursuit,level-up,22
duskull,hidden-power,machine,0
duskull,rain-dance,machine,0
duskull,sunny-day,machine,0
duskull,psych-up,machine,0
duskull,shadow-ball,machine,0
duskull,future-sight,machine,0
duskull,torment,machine,0
duskull,will-o-wisp,machine,0
duskull,memento,egg,0
duskull,facade,machine,0
duskull,taunt,machine,0
duskull,helping-hand,machine,0
duskull,trick,machine,0
duskull,revenge,machine,0
duskull,skill-swap,machine,0
duskull,imprison,machine,0
duskull,grudge,egg,0
duskull,snatch,tutor,0
duskull,secret-power,machine,0
duskull,astonish,level-up,1
duskull,calm-mind,machine,0
duskull,gravity,machine,0
duskull,natural-gift,machine,0
duskull,payback,level-up,20
duskull,embargo,machine,0
duskull,fling,machine,0
duskull,sucker-punch,tutor,0
duskull,dark-pulse,machine,0
duskull,shadow-sneak,level-up,8
duskull,trick-room,machine,0
duskull,captivate,machine,0
duskull,charge-beam,machine,0
duskull,ominous-wind,egg,0
duskull,wonder-room,machine,0
duskull,telekinesis,tutor,0
duskull,round,machine,0
duskull,ally-switch,machine,0
duskull,hex,machine,0
duskull,phantom-force,machine,0
duskull,confide,machine,0
duskull,infestation,machine,0
duskull,skitter-smack,machine,0
duskull,poltergeist,machine,0
duskull,tera-blast,machine,0
dusclops,mega-punch,machine,0
dusclops,fire-punch,machine,0
dusclops,ice-punch,machine,0
dusclops,thunder-punch,machine,0
dusclops,bind,level-up,1
dusclops,mega-kick,machine,0
dusclops,headbutt,tutor,0
dusclops,body-slam,machine,0
dusclops,double-edge,tutor,0
dusclops,leer,level-up,1
dusclops,disable,level-up,1
dusclops,ice-beam,machine,0
dusclops,blizzard,machine,0
dusclops,hyper-beam,machine,0
dusclops,counter,tutor,0
dusclops,seismic-toss,tutor,0
dusclops,strength,machine,0
dusclops,absorb,level-up,1
dusclops,earthquake,machine,0
dusclops,toxic,machine,0
dusclops,psychic,machine,0
dusclops,night-shade,machine,0
dusclops,mimic,tutor,0
dusclops,double-team,machine,0
dusclops,confuse-ray,machine,0
dusclops,haze,machine,0
dusclops,metronome,machine,0
dusclops,dream-eater,machine,0
dusclops,leech-life,machine,0
dusclops,flash,machine,0
dusclops,rest,machine,0
dusclops,rock-slide,machine,0
dusclops,substitute,machine,0
dusclops,thief,machine,0
dusclops,nightmare,tutor,0
dusclops,snore,machine,0
dusclops,curse,machine,0
dusclops,spite,machine,0
dusclops,protect,machine,0
dusclops,mud-slap,tutor,0
dusclops,foresight,level-up,14
dusclops,icy-wind,machine,0
dusclops,endure,machine,0
dusclops,swagger,machine,0
dusclops,mean-look,level-up,28
dusclops,attract,machine,0
dusclops,sleep-talk,machine,0
dusclops,return,machine,0
dusclops,frustration,machine,0
dusclops,pain-split,machine,0
dusclops,dynamic-punch,tutor,0
dusclops,pursuit,level-up,22
dusclops,hidden-power,machine,0
dusclops,rain-dance,machine,0
dusclops,sunny-day,machine,0
dusclops,psych-up,machine,0
dusclops,shadow-ball,machine,0
dusclops,future-sight,machine,0
dusclops,rock-smash,machine,0
dusclops,torment,machine,0
dusclops,will-o-wisp,machine,0
dusclops,memento,egg,0
dusclops,facade,machine,0
dusclops,focus-punch,machine,0
dusclops,taunt,machine,0
dusclops,helping-hand,machine,0
dusclops,trick,machine,0
dusclops,revenge,machine,0
dusclops,brick-break,machine,0
dusclops,skill-swap,machine,0
dusclops,imprison,machine,0
dusclops,snatch,tutor,0
dusclops,secret-power,machine,0
dusclops,astonish,level-up,1
dusclops,rock-tomb,machine,0
dusclops,shadow-punch,level-up,0
dusclops,calm-mind,machine,0
dusclops,gravity,machine,0
dusclops,natural-gift,machine,0
dusclops,payback,level-up,20
dusclops,embargo,machine,0
dusclops,fling,machine,0
dusclops,sucker-punch,tutor,0
dusclops,dark-pulse,machine,0
dusclops,giga-impact,machine,0
dusclops,shadow-sneak,level-up,1
dusclops,trick-room,machine,0
dusclops,captivate,machine,0
dusclops,charge-beam,machine,0
dusclops,ominous-wind,tutor,0
dusclops,wonder-room,machine,0
dusclops,telekinesis,tutor,0
dusclops,round,machine,0
dusclops,ally-switch,machine,0
dusclops,hex,machine,0
dusclops,bulldoze,machine,0
dusclops,phantom-force,machine,0
dusclops,confide,machine,0
dusclops,infestation,machine,0
dusclops,power-up-punch,machine,0
dusclops,skitter-smack,machine,0
dusclops,poltergeist,machine,0
dusclops,tera-blast,machine,0
tropius,razor-wind,egg,0
tropius,swords-dance,machine,0
tropius,cut,machine,0
tropius,gust,level-up,1
tropius,whirlwind,level-up,21
tropius,fly,machine,0
tropius,slam,egg,0
tropius,stomp,level-up,10
tropius,headbutt,egg,0
tropius,body-slam,machine,0
tropius,take-down,machine,0
tropius,double-edge,machine,0
tropius,leer,level-up,1
tropius,roar,machine,0
tropius,hyper-beam,machine,0
tropius,strength,machine,0
tropius,leech-seed,egg,0
tropius,growth,level-up,1
tropius,razor-leaf,level-up,1
tropius,solar-beam,machine,0
tropius,earthquake,machine,0
tropius,toxic,machine,0
tropius,mimic,tutor,0
tropius,double-team,machine,0
tropius,flash,machine,0
tropius,rest,machine,0
tropius,substitute,machine,0
tropius,snore,tutor,0
tropius,curse,machine,0
tropius,spite,machine,0
tropius,protect,machine,0
tropius,mud-slap,tutor,0
tropius,outrage,machine,0
tropius,giga-drain,machine,0
tropius,endure,machine,0
tropius,swagger,machine,0
tropius,fury-cutter,tutor,0
tropius,steel-wing,machine,0
tropius,attract,machine,0
tropius,sleep-talk,machine,0
tropius,return,machine,0
tropius,frustration,machine,0
tropius,safeguard,machine,0
tropius,sweet-scent,level-up,6
tropius,synthesis,level-up,50
tropius,hidden-power,machine,0
tropius,twister,tutor,0
tropius,rain-dance,machine,0
tropius,sunny-day,machine,0
tropius,rock-smash,machine,0
tropius,facade,machine,0
tropius,nature-power,egg,0
tropius,helping-hand,machine,0
tropius,secret-power,machine,0
tropius,air-cutter,machine,0
tropius,silver-wind,machine,0
tropius,bullet-seed,machine,0
tropius,aerial-ace,machine,0
tropius,magical-leaf,machine,0
tropius,leaf-blade,egg,0
tropius,dragon-dance,machine,0
tropius,roost,machine,0
tropius,natural-gift,egg,0
tropius,tailwind,machine,0
tropius,u-turn,machine,0
tropius,worry-seed,tutor,0
tropius,seed-bomb,machine,0
tropius,air-slash,machine,0
tropius,dragon-pulse,machine,0
tropius,energy-ball,machine,0
tropius,giga-impact,machine,0
tropius,zen-headbutt,machine,0
tropius,defog,machine,0
tropius,leaf-storm,machine,0
tropius,captivate,machine,0
tropius,grass-knot,machine,0
tropius,ominous-wind,tutor,0
tropius,wide-guard,level-up,30
tropius,round,machine,0
tropius,bestow,level-up,46
tropius,bulldoze,machine,0
tropius,dragon-tail,machine,0
tropius,leaf-tornado,level-up,26
tropius,hurricane,machine,0
tropius,petal-blizzard,machine,0
tropius,grassy-terrain,machine,0
tropius,confide,machine,0
tropius,solar-blade,machine,0
tropius,dragon-hammer,egg,0
tropius,brutal-swing,machine,0
tropius,stomping-tantrum,machine,0
tropius,body-press,machine,0
tropius,dual-wingbeat,machine,0
tropius,tera-blast,machine,0
tropius,trailblaze,machine,0
chimecho,bind,tutor,0
chimecho,tackle,level-up,1
chimecho,wrap,train,0
chimecho,take-down,machine,0
chimecho,double-edge,train,0
chimecho,growl,level-up,1
chimecho,disable,train,0
chimecho,psybeam,machine,0
chimecho,thunder-wave,train,0
chimecho,toxic,machine,0
chimecho,confusion,level-up,1
chimecho,psychic,train,0
chimecho,hypnosis,train,0
chimecho,mimic,tutor,0
chimecho,screech,train,0
chimecho,double-team,machine,0
chimecho,recover,train,0
chimecho,defense-curl,tutor,0
chimecho,light-screen,train,0
chimecho,reflect,train,0
chimecho,self-destruct,train,0
chimecho,swift,machine,0
chimecho,dream-eater,machine,0
chimecho,flash,machine,0
chimecho,psywave,level-up,16
chimecho,rest,train,0
chimecho,substitute,train,0
chimecho,nightmare,tutor,0
chimecho,snore,train,0
chimecho,curse,train,0
chimecho,protect,train,0
chimecho,perish-song,egg,0
chimecho,icy-wind,train,0
chimecho,endure,train,0
chimecho,charm,train,0
chimecho,rollout,tutor,0
chimecho,swagger,machine,0
chimecho,attract,machine,0
chimecho,sleep-talk,train,0
chimecho,heal-bell,train,0
chimecho,return,machine,0
chimecho,frustration,machine,0
chimecho,safeguard,train,0
chimecho,baton-pass,train,0
chimecho,encore,train,0
chimecho,hidden-power,machine,0
chimecho,rain-dance,train,0
chimecho,sunny-day,train,0
chimecho,psych-up,train,0
chimecho,shadow-ball,train,0
chimecho,future-sight,train,0
chimecho,uproar,train,0
chimecho,torment,machine,0
chimecho,facade,train,0
chimecho,taunt,train,0
chimecho,helping-hand,train,0
chimecho,trick,train,0
chimecho,wish,train,0
chimecho,magic-coat,tutor,0
chimecho,recycle,train,0
chimecho,yawn,train,0
chimecho,knock-off,train,0
chimecho,skill-swap,train,0
chimecho,imprison,train,0
chimecho,snatch,tutor,0
chimecho,secret-power,machine,0
chimecho,hyper-voice,train,0
chimecho,astonish,level-up,1
chimecho,fake-tears,train,0
chimecho,metal-sound,train,0
chimecho,cosmic-power,train,0
chimecho,signal-beam,tutor,0
chimecho,extrasensory,train,0
chimecho,calm-mind,train,0
chimecho,shock-wave,machine,0
chimecho,gravity,train,0
chimecho,healing-wish,train,0
chimecho,natural-gift,machine,0
chimecho,last-resort,level-up,1
chimecho,energy-ball,train,0
chimecho,zen-headbutt,train,0
chimecho,flash-cannon,train,0
chimecho,defog,tutor,0
chimecho,trick-room,train,0
chimecho,captivate,machine,0
chimecho,grass-knot,train,0
chimecho,charge-beam,train,0
chimecho,ominous-wind,level-up,11
chimecho,psyshock,train,0
chimecho,telekinesis,tutor,0
chimecho,synchronoise,level-up,52
chimecho,entrainment,level-up,1
chimecho,round,train,0
chimecho,echoed-voice,machine,0
chimecho,stored-power,train,0
chimecho,ally-switch,train,0
chimecho,heal-pulse,train,0
chimecho,snarl,train,0
chimecho,disarming-voice,machine,0
chimecho,draining-kiss,train,0
chimecho,crafty-shield,egg,0
chimecho,boomburst,train,0
chimecho,confide,machine,0
chimecho,dazzling-gleam,train,0
chimecho,laser-focus,tutor,0
chimecho,expanding-force,train,0
chimecho,tera-blast,machine,0
chimecho,psychic-noise,train,0
absol,scratch,level-up,1
absol,razor-wind,level-up,49
absol,swords-dance,train,0
absol,cut,machine,0
absol,headbutt,tutor,0
absol,body-slam,train,0
absol,double-edge,train,0
absol,leer,level-up,1
absol,bite,train,0
absol,flamethrower,train,0
absol,ice-beam,train,0
absol,blizzard,train,0
absol,hyper-beam,train,0
absol,counter,tutor,0
absol,strength,machine,0
absol,thunderbolt,train,0
absol,thunder-wave,train,0
absol,thunder,train,0
absol,toxic,machine,0
absol,quick-attack,train,0
absol,mimic,tutor,0
absol,double-team,train,0
absol,confuse-ray,train,0
absol,focus-energy,train,0
absol,fire-blast,train,0
absol,swift,machine,0
absol,dream-eater,machine,0
absol,flash,machine,0
absol,rest,train,0
absol,rock-slide,train,0
absol,slash,level-up,25
absol,substitute,train,0
absol,thief,train,0
absol,nightmare,tutor,0
absol,snore,train,0
absol,curse,train,0
absol,spite,tutor,0
absol,protect,train,0
absol,feint-attack,egg,0
absol,mud-slap,tutor,0
absol,perish-song,train,0
absol,icy-wind,train,0
absol,detect,train,0
absol,sandstorm,train,0
absol,endure,train,0
absol,false-swipe,machine,0
absol,swagger,machine,0
absol,fury-cutter,tutor,0
absol,mean-look,train,0
absol,attract,train,0
absol,sleep-talk,train,0
absol,return,machine,0
absol,frustration,machine,0
absol,megahorn,train,0
absol,baton-pass,train,0
absol,pursuit,level-up,10
absol,iron-tail,train,0
absol,hidden-power,machine,0
absol,rain-dance,train,0
absol,sunny-day,train,0
absol,psych-up,machine,0
absol,shadow-ball,train,0
absol,future-sight,train,0
absol,rock-smash,machine,0
absol,hail,machine,0
absol,torment,machine,0
absol,will-o-wisp,train,0
absol,facade,train,0
absol,taunt,train,0
absol,role-play,tutor,0
absol,superpower,train,0
absol,magic-coat,egg,0
absol,knock-off,train,0
absol,snatch,tutor,0
absol,secret-power,machine,0
absol,rock-tomb,train,0
absol,aerial-ace,train,0
absol,bounce,train,0
absol,calm-mind,train,0
absol,shock-wave,machine,0
absol,water-pulse,machine,0
absol,natural-gift,machine,0
absol,feint,train,0
absol,close-combat,train,0
absol,payback,train,0
absol,assurance,train,0
absol,me-first,egg,0
absol,punishment,egg,0
absol,sucker-punch,train,0
absol,dark-pulse,train,0
absol,night-slash,train,0
absol,air-slash,train,0
absol,x-scissor,train,0
absol,giga-impact,train,0
absol,shadow-claw,train,0
absol,shadow-sneak,train,0
absol,psycho-cut,train,0
absol,zen-headbutt,train,0
absol,stone-edge,train,0
absol,captivate,machine,0
absol,charge-beam,machine,0
absol,hone-claws,machine,0
absol,foul-play,train,0
absol,round,train,0
absol,echoed-voice,machine,0
absol,hex,train,0
absol,incinerate,machine,0
absol,retaliate,machine,0
absol,snarl,train,0
absol,phantom-force,train,0
absol,play-rough,train,0
absol,confide,machine,0
absol,laser-focus,tutor,0
absol,throat-chop,train,0
absol,brutal-swing,train,0
absol,trailblaze,train,0
wynaut,counter,level-up,1
wynaut,amnesia,level-up,1
wynaut,splash,level-up,1
wynaut,destiny-bond,level-up,1
wynaut,charm,level-up,1
wynaut,safeguard,machine,0
wynaut,encore,level-up,1
wynaut,mirror-coat,level-up,1
snorunt,headbutt,level-up,1
snorunt,body-slam,machine,0
snorunt,take-down,machine,0
snorunt,double-edge,tutor,0
snorunt,leer,level-up,5
snorunt,bite,level-up,35
snorunt,sing,xd-purification,0
snorunt,disable,egg,0
snorunt,ice-beam,machine,0
snorunt,blizzard,machine,0
snorunt,toxic,machine,0
snorunt,mimic,tutor,0
snorunt,double-team,level-up,10
snorunt,light-screen,machine,0
snorunt,bide,egg,0
snorunt,flash,machine,0
snorunt,rest,machine,0
snorunt,substitute,machine,0
snorunt,snore,machine,0
snorunt,spite,machine,0
snorunt,powder-snow,level-up,1
snorunt,protect,machine,0
snorunt,spikes,machine,0
snorunt,icy-wind,machine,0
snorunt,endure,machine,0
snorunt,rollout,egg,0
snorunt,swagger,machine,0
snorunt,attract,machine,0
snorunt,sleep-talk,machine,0
snorunt,return,machine,0
snorunt,frustration,machine,0
snorunt,safeguard,machine,0
snorunt,hidden-power,machine,0
snorunt,rain-dance,machine,0
snorunt,crunch,machine,0
snorunt,shadow-ball,machine,0
snorunt,hail,machine,0
snorunt,facade,machine,0
snorunt,helping-hand,machine,0
snorunt,secret-power,machine,0
snorunt,astonish,level-up,1
snorunt,weather-ball,machine,0
snorunt,fake-tears,machine,0
snorunt,icicle-spear,machine,0
snorunt,block,egg,0
snorunt,water-pulse,machine,0
snorunt,natural-gift,machine,0
snorunt,switcheroo,egg,0
snorunt,avalanche,machine,0
snorunt,ice-shard,level-up,15
snorunt,ice-fang,machine,0
snorunt,captivate,machine,0
snorunt,round,machine,0
snorunt,hex,machine,0
snorunt,frost-breath,level-up,30
snorunt,icicle-crash,egg,0
snorunt,confide,machine,0
snorunt,tera-blast,machine,0
snorunt,ice-spinner,machine,0
snorunt,snowscape,machine,0
snorunt,trailblaze,machine,0
snorunt,chilling-water,machine,0
glalie,headbutt,level-up,1
glalie,body-slam,train,0
glalie,take-down,machine,0
glalie,double-edge,tutor,0
glalie,leer,level-up,1
glalie,bite,train,0
glalie,disable,train,0
glalie,ice-beam,train,0
glalie,blizzard,train,0
glalie,hyper-beam,train,0
glalie,earthquake,train,0
glalie,toxic,machine,0
glalie,mimic,tutor,0
glalie,double-team,train,0
glalie,defense-curl,tutor,0
glalie,light-screen,train,0
glalie,self-destruct,train,0
glalie,flash,machine,0
glalie,explosion,train,0
glalie,rest,train,0
glalie,super-fang,tutor,0
glalie,substitute,train,0
glalie,snore,train,0
glalie,spite,train,0
glalie,powder-snow,level-up,1
glalie,protect,train,0
glalie,scary-face,train,0
glalie,spikes,train,0
glalie,icy-wind,train,0
glalie,endure,train,0
glalie,rollout,tutor,0
glalie,swagger,machine,0
glalie,attract,machine,0
glalie,sleep-talk,train,0
glalie,return,machine,0
glalie,frustration,machine,0
glalie,safeguard,machine,0
glalie,hidden-power,machine,0
glalie,rain-dance,train,0
glalie,crunch,train,0
glalie,shadow-ball,train,0
glalie,hail,machine,0
glalie,torment,machine,0
glalie,facade,train,0
glalie,taunt,train,0
glalie,helping-hand,train,0
glalie,secret-power,machine,0
glalie,ice-ball,level-up,1
glalie,astonish,level-up,1
glalie,weather-ball,train,0
glalie,fake-tears,train,0
glalie,signal-beam,tutor,0
glalie,sheer-cold,train,0
glalie,icicle-spear,train,0
glalie,block,train,0
glalie,water-pulse,train,0
glalie,gyro-ball,train,0
glalie,natural-gift,machine,0
glalie,payback,train,0
glalie,dark-pulse,train,0
glalie,switcheroo,train,0
glalie,giga-impact,train,0
glalie,avalanche,train,0
glalie,ice-shard,train,0
glalie,ice-fang,train,0
glalie,iron-head,train,0
glalie,captivate,machine,0
glalie,foul-play,train,0
glalie,round,train,0
glalie,hex,train,0
glalie,bulldoze,train,0
glalie,frost-breath,train,0
glalie,icicle-crash,train,0
glalie,freeze-dry,train,0
glalie,confide,machine,0
glalie,laser-focus,tutor,0
glalie,steel-roller,train,0
glalie,tera-blast,machine,0
glalie,ice-spinner,train,0
glalie,snowscape,train,0
glalie,trailblaze,train,0
glalie,chilling-water,train,0
spheal,headbutt,tutor,0
spheal,body-slam,level-up,36
spheal,double-edge,tutor,0
spheal,growl,level-up,4
spheal,water-gun,level-up,8
spheal,surf,machine,0
spheal,ice-beam,level-up,34
spheal,blizzard,level-up,43
spheal,aurora-beam,level-up,28
spheal,strength,machine,0
spheal,earthquake,machine,0
spheal,fissure,egg,0
spheal,toxic,machine,0
spheal,mimic,tutor,0
spheal,double-team,machine,0
spheal,defense-curl,level-up,1
spheal,waterfall,machine,0
spheal,rest,level-up,18
spheal,rock-slide,machine,0
spheal,super-fang,tutor,0
spheal,substitute,machine,0
spheal,snore,level-up,20
spheal,curse,egg,0
spheal,powder-snow,level-up,6
spheal,protect,machine,0
spheal,belly-drum,egg,0
spheal,mud-slap,xd-purification,0
spheal,icy-wind,machine,0
spheal,endure,machine,0
spheal,charm,xd-purification,0
spheal,rollout,level-up,1
spheal,swagger,machine,0
spheal,attract,machine,0
spheal,sleep-talk,machine,0
spheal,return,machine,0
spheal,frustration,machine,0
spheal,encore,level-up,33
spheal,iron-tail,machine,0
spheal,hidden-power,machine,0
spheal,rain-dance,machine,0
spheal,rock-smash,machine,0
spheal,whirlpool,machine,0
spheal,stockpile,egg,0
spheal,spit-up,egg,0
spheal,swallow,egg,0
spheal,hail,machine,0
spheal,facade,machine,0
spheal,yawn,egg,0
spheal,secret-power,machine,0
spheal,dive,machine,0
spheal,ice-ball,level-up,13
spheal,rock-tomb,machine,0
spheal,signal-beam,tutor,0
spheal,sheer-cold,level-up,52
spheal,water-sport,egg,0
spheal,water-pulse,level-up,11
spheal,brine,machine,0
spheal,natural-gift,machine,0
spheal,aqua-ring,egg,0
spheal,aqua-tail,tutor,0
spheal,captivate,machine,0
spheal,round,machine,0
spheal,echoed-voice,machine,0
spheal,bulldoze,machine,0
spheal,frost-breath,machine,0
spheal,confide,machine,0
spheal,liquidation,level-up,25
spheal,steel-roller,tutor,0
sealeo,headbutt,tutor,0
